Description,Price,Rating,ReviewCount,Url
QUANTUM S2 1m 2.4 A Compatible with Mobile & tablet 2.4...,₹89,4.1,(536),http://www.flipkart.com/quantum-s2-1m-2-4-compatible-mobile-tablet-1-m-metal-braided-micro-usb-cable/p/itm965e48406590f?pid=ACCGCY6PPVZMY2DB&lid=LSTACCGCY6PPVZMY2DBRJRQM8&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_21&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCGCY6PPVZMY2DB.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Ambrane Trio-11 1.25 m Power Sharing Cable,₹199,4.2,"(2,803)",http://www.flipkart.com/ambrane-trio-11-1-25-m-power-sharing-cable/p/itmbc069f6ae2dbf?pid=ACCG2XHY3ZHAYHEJ&lid=LSTACCG2XHY3ZHAYHEJLTK2R9&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_22&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG2XHY3ZHAYHEJ.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
ULTRADART 65W VOOC/DART/SUPERDART |Compatible For Realm...,₹281,4.1,"(2,790)",http://www.flipkart.com/ultradart-65w-vooc-dart-superdart-compatible-realme-narzo-x-xt-6-pro-realme6-5-pro-7-x2-6-7-8-x3-7i-oppo-reno-2-2z-2f-10x-zoom-k3-oneplus-6t-7t-5t-3t-3-8-nord-xiaomi-mi-note-10-poco-m2-redmi-9-7s-8a-a1-a2-a3-samsung-galaxy-a51-a02s-a52-galax-s10-s9-s20-nokia-vivo-all-smartphones-charging-type-c-cable-original-like-charger-qualcomm-qc-3-0-quick-fast-data-1-m-usb/p/itm3c1d982bbab41?pid=ACCG65N8TYJFVBPX&lid=LSTACCG65N8TYJFVBPX02YIQB&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_23&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG65N8TYJFVBPX.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
"SUFO 30W_65W SUPER FAST CHARGING CABLE DASH, WARP, VOOC...",₹330,N/A,0,http://www.flipkart.com/sufo-30w-65w-super-fast-charging-cable-dash-warp-vooc-dart-supervooc-superdart-6-5-1-m-usb-type-c/p/itmffac3e3dd2184?pid=ACCGCGY9UND5GVGF&lid=LSTACCGCGY9UND5GVGFIM7DN5&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_24&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9aiTF3L9smscc1SNOgXiU%2FtBET%2Bg0JlznE43bHCiPmfUw%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
boAt Deuce USB 330 2-in-1 Micro USB and Type-c Cable wi...,₹329,4.4,"(30,923)",http://www.flipkart.com/boat-deuce-usb-330-2-in-1-micro-type-c-cable-3a-fast-charge-480mbps-1-5-m-type-c/p/itm4807bf912607d?pid=ACCFYGB7JYGUKCNE&lid=LSTACCFYGB7JYGUKCNEFVASI3&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_25&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFYGB7JYGUKCNE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
boAt Deuce USB 330 2-in-1 Micro USB and Type-c Cable wi...,₹329,4.4,"(30,923)",http://www.flipkart.com/boat-deuce-usb-330-2-in-1-micro-type-c-cable-3a-fast-charge-480mbps-1-5-m-type-c/p/itm9998667c99734?pid=ACCFYGB7JGGZMNJX&lid=LSTACCFYGB7JGGZMNJXUYIMI1&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_26&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFYGB7JGGZMNJX.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Portronics POR-1161 Konnect A Nylon Braided 1 m USB Typ...,₹76,4.2,"(4,766)",http://www.flipkart.com/portronics-por-1161-konnect-nylon-braided-1-m-usb-type-c-cable/p/itm2802a5dbed763?pid=ACCFWRCUMMRRPDBB&lid=LSTACCFWRCUMMRRPDBBCNMQO2&marketplace=GROCERY&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&spotlightTagId=BestvalueId_tyy%2F4mr%2F3nu&srno=s_1_27&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFWRCUMMRRPDBB.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
U&i Jeans Series Denim Micro USB Data Cable UiDC-2592 2...,₹249,N/A,0,http://www.flipkart.com/u-i-jeans-series-denim-micro-usb-data-cable-uidc-2592-2-4-1-5-m/p/itm793d7ff487b2c?pid=ACCFYZ4A354KGZGG&lid=LSTACCFYZ4A354KGZGGSXL4BS&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_28&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9Zy1wKeTRygZWulZ88yxBqJrrbwGmNlU3OtTkHln2UtyA%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
boAt Micro USB 500 Black 1.5m 1.5 m Micro USB Cable,₹299,4.1,"(90,923)",http://www.flipkart.com/boat-micro-usb-500-black-1-5m-1-5-m-cable/p/itmf29shm8mk8gbz?pid=ACCF23XZE7HGWSCA&lid=LSTACCF23XZE7HGWSCAZEBIIL&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_29&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCF23XZE7HGWSCA.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
ZEBRONICS ZEB-ASC100 1 m AUX Cable,₹149,3.9,(872),http://www.flipkart.com/zebronics-zeb-asc100-1-m-aux-cable/p/itm884bda05785cd?pid=ACCFTQBYARJZWHVB&lid=LSTACCFTQBYARJZWHVBCQ9CHH&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_30&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFTQBYARJZWHVB.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Portronics POR-1080 Konnect L 1.2 m Lightning Cable,₹170,4.3,"(5,391)",http://www.flipkart.com/portronics-por-1080-konnect-l-1-2-m-lightning-cable/p/itmea26ddf99eb13?pid=ACCFZ9G6YYKC3YDM&lid=LSTACCFZ9G6YYKC3YDMWJKAFY&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_31&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFZ9G6YYKC3YDM.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Primiu 6 ft long Nylon Braided Tough 2.4 A 1.8 m Lightn...,₹299,N/A,0,http://www.flipkart.com/primiu-6-ft-long-nylon-braided-tough-2-4-1-8-m-lightning-cable/p/itm9ccf646794ea8?pid=ACCFYE5DYYZYAMWJ&lid=LSTACCFYE5DYYZYAMWJ36DFLR&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_32&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9ahYYI6sM76MmeEvHUjiCxERKe13%2FItNTe9lz27vHV0Bw%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
MIFKRT VivO Charging Cable for All VivO/ Phones and And...,₹199,3.9,(622),http://www.flipkart.com/mifkrt-vivo-charging-cable-all-vivo-phones-android-phones-only-cable-1-m-micro-usb/p/itmfc75e144aaa10?pid=ACCGAESZHM5QDYYQ&lid=LSTACCGAESZHM5QDYYQH0QPKO&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_33&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCGAESZHM5QDYYQ.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
"iBAss MICRO USB CABLE for 2,2Pro,C1,C2,C3,C7,C11,C12,C1...",₹181,4.1,"(2,811)",http://www.flipkart.com/ibass-micro-usb-cable-2-2pro-c1-c2-c3-c7-c11-c12-c15-y69-y66-v5-v5s-v9-a83-a3-a3s-a5s-3-4-1-m-oem/p/itmd4ef77c617b20?pid=ACCFZYCFW2SSQS3Z&lid=LSTACCFZYCFW2SSQS3ZQEMONO&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_34&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFZYCFW2SSQS3Z.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
SOCO 50W/5A FAST CHARGING CABLE TYPE C SUPPORT / VOOC /...,₹234,4.1,(497),http://www.flipkart.com/soco-50w-5a-fast-charging-cable-type-c-support-vooc-dart-dash-warp-flash-turbo-sonic-hyper-rapid-44w-33w-30w-27-25-20w-18w-15w-oppo-a52-a53-a53s-a33-y33s-a54-a55-a74-a16-f15-f17-pro-f19-f19s-plus-k3-a9-a5-r17-reno-2-10x-zoom-2f-2z-realme-x-xt-x2-5-6-6i-7i-8-8s-8i-c25-c25s-narzo-30a-50a-10-20-30-1-02-m-usb/p/itm4aa06e6c7a68e?pid=ACCG9SB4MYUZHAQH&lid=LSTACCG9SB4MYUZHAQHO8ILMK&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_35&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG9SB4MYUZHAQH.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
"SUFO 18W_27W FAST CHARGING CABLE 3A SUPPORT REDMI,POCO,...",₹284,N/A,0,http://www.flipkart.com/sufo-18w-27w-fast-charging-cable-3a-support-redmi-poco-oppo-realme-vivo-motorola-3-1-01-m-usb-type-c/p/itmec27f023f6701?pid=ACCGCJBHUFRZ8A4R&lid=LSTACCGCJBHUFRZ8A4RAIFFWB&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_36&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9Z0BDJ%2Fja5032qXyg4gyIJrcFp7QJoQrX2AYV4zVXpj6g%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
iTronix Charger for Noise ColorFit Pro 3 / Noise ColorF...,₹279,4.4,(32),http://www.flipkart.com/itronix-charger-noise-colorfit-pro-3-2-0-3-m-magnetic-charging-cable/p/itm3fc71af858576?pid=ACCGAHFHU2ZBGDPE&lid=LSTACCGAHFHU2ZBGDPE8OQHHY&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_37&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCGAHFHU2ZBGDPE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
GADGET DEALS Suction Charger For 2 Pin (Noise Colorfit ...,₹255,4,(701),http://www.flipkart.com/gadget-deals-suction-charger-2-pin-noise-colorfit-pro-2-3-boat-storm-nexfit-run-0-45-m-magnetic-charging-cable/p/itmb40260812266d?pid=ACCGB57QZMNSCYZB&lid=LSTACCGB57QZMNSCYZBNRGME9&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_38&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCGB57QZMNSCYZB.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
iTronix Replacement USB Charger for Smart Band 4 0.2 m ...,₹204,4.2,"(6,058)",http://www.flipkart.com/itronix-replacement-usb-charger-smart-band-4-0-2-m-power-sharing-cable/p/itm82c640ce6e992?pid=ACCFNBG9YBSGF8PU&lid=LSTACCFNBG9YBSGF8PUDSYBEP&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_39&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFNBG9YBSGF8PU.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
ESN 999 Sync Data & Charging 1 m Micro USB Cable,₹165,N/A,0,http://www.flipkart.com/esn-999-sync-data-charging-1-m-micro-usb-cable/p/itmaab67b9cec21f?pid=ACCGYF72APEFFKYG&lid=LSTACCGYF72APEFFKYGONUZJD&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_40&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9YvYy9o5rOX2GCLGLObADUvBtISwZr9RFrId98nEENPyQ%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Description,Price,Rating,ReviewCount,Url
Carrot - Ooty 500 g,₹28,4.1,(86),http://www.flipkart.com/carrot-ooty-500-g/p/itmb5536cbd48013?pid=VEGFFHGDENAQHYY7&lid=LSTVEGFFHGDENAQHYY7RH2PIK&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.VEGFFHGDENAQHYY7.SEARCH&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Carrot 500 g,₹25,4.1,"(4,496)",http://www.flipkart.com/carrot-500-g/p/itmd6dc864554731?pid=VEGFF2S8PWFHNUAM&lid=LSTVEGFF2S8PWFHNUAM7TYJ1D&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&spotlightTagId=BestsellerId_search.flipkart.com&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.VEGFF2S8PWFHNUAM.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
AGAIN Drinkable Yoghurt,₹147,N/A,0,http://www.flipkart.com/again-drinkable-yoghurt/p/itm60c3952267bc5?pid=MLKGCG3YPHDDTC26&lid=LSTMLKGCG3YPHDDTC26NPAI8S&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MLKGCG3YPHDDTC26.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
AGAIN Drinkable Yoghurt,₹147,N/A,0,http://www.flipkart.com/again-drinkable-yoghurt/p/itm71411df7ba817?pid=MLKGCJ2HXP3FTRHF&lid=LSTMLKGCJ2HXP3FTRHFHFKMJF&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MLKGCJ2HXP3FTRHF.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
AGAIN Drinkable Yoghurt,₹147,N/A,0,http://www.flipkart.com/again-drinkable-yoghurt/p/itm6280bb4612b03?pid=MLKGCZG9HYFD438E&lid=LSTMLKGCZG9HYFD438EWIE0ER&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MLKGCZG9HYFD438E.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
AGAIN Drinkable Yoghurt,₹240,N/A,0,http://www.flipkart.com/again-drinkable-yoghurt/p/itm89a028fbfdd00?pid=MLKGCG2RVSRPZRAY&lid=LSTMLKGCG2RVSRPZRAY8XNWDE&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_6&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MLKGCG2RVSRPZRAY.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
AGAIN Drinkable Yoghurt,₹327,N/A,0,http://www.flipkart.com/again-drinkable-yoghurt/p/itmddb7c391debf9?pid=MLKGCG36FYGJV5DC&lid=LSTMLKGCG36FYGJV5DCOEEORK&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_7&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MLKGCG36FYGJV5DC.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Nestle Cerelac Wheat Apple Carrot Cereal,₹206,4.5,"(3,710)",http://www.flipkart.com/nestle-cerelac-wheat-apple-carrot-cereal/p/itmf63hghpjzegtp?pid=BBYF63HGRYG9BYB2&lid=LSTBBYF63HGRYG9BYB2GLMHUN&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_8&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.BBYF63HGRYG9BYB2.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
BIOTIQUE Bio Carrot Seed Anti Aging After Bath Body Oil,₹94,4.2,"(2,656)",http://www.flipkart.com/biotique-bio-carrot-seed-anti-aging-after-bath-body-oil/p/itmfghtr4k2ftbgc?pid=MSOF48GK6WUJBPU9&lid=LSTMSOF48GK6WUJBPU9VORMJ2&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MSOF48GK6WUJBPU9.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Baggit Women Casual Pink Artificial Leather Wallet,₹439,4.4,(10),http://www.flipkart.com/baggit-women-casual-pink-artificial-leather-wallet/p/itmfc34cb7010f4f?pid=WCWG7GPTJ8BD3R3H&lid=LSTWCWG7GPTJ8BD3R3HY3YPXC&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.WCWG7GPTJ8BD3R3H.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
"Nyle Nourish and Smooth Body Lotion - Carrot, 400ml",₹152,4.3,(12),http://www.flipkart.com/nyle-nourish-smooth-body-lotion-carrot-400ml/p/itm783959505dcd2?pid=MSCFTHYHFKMFZQB3&lid=LSTMSCFTHYHFKMFZQB3EB3TND&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_11&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.MSCFTHYHFKMFZQB3.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
"Whiskas Tasty Mix Made With Real Fish, Tuna And Carrot ...",Price: Not Available,N/A,0,http://www.flipkart.com/whiskas-tasty-mix-made-real-fish-tuna-carrot-gravy-chicken-0-07-g-wet-adult-cat-food/p/itm52f93ac51cf74?pid=PFDG24JUV5TUQHNZ&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.PFDG24JUV5TUQHNZ.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Baggit Pink Sling Bag LPXE LYRICS E DIEGO CARROT,₹596,3.9,(120),http://www.flipkart.com/baggit-pink-sling-bag-lpxe-lyrics-e-diego-carrot/p/itmfdc954e86ea5a?pid=WCWG62N9UGH2KZJC&lid=LSTWCWG62N9UGH2KZJC6ZOXRK&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.WCWG62N9UGH2KZJC.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Real Activ Fruit + Veggie Beetroot Carrot Vegetable Mix,₹63,4,(31),http://www.flipkart.com/real-activ-fruit-veggie-beetroot-carrot-vegetable-mix/p/itmeuaryffw2rmar?pid=DAJEUARYREAFPSZX&lid=LSTDAJEUARYREAFPSZXMCMSLP&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.DAJEUARYREAFPSZX.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
BIOTIQUE Bio Carrot Sunscreen Face Lotion - SPF 40+,₹300,4.1,(40),http://www.flipkart.com/biotique-bio-carrot-sunscreen-face-lotion-spf-40/p/itmf3ybdxqvwhcrc?pid=SNREUJMYUBZUSMMA&lid=LSTSNREUJMYUBZUSMMASYTPQU&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_15&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.SNREUJMYUBZUSMMA.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Baggit Women Pink Tote,₹899,4.3,(11),http://www.flipkart.com/baggit-women-pink-tote/p/itm58c5d70bc7ddb?pid=HMBGBF2F3FWZHJDM&lid=LSTHMBGBF2F3FWZHJDMZQTP3V&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.HMBGBF2F3FWZHJDM.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
TIARA FORTUNE 1SET Multipurpose Vegetable Fruit Carrot ...,₹239,4.2,"(1,315)",http://www.flipkart.com/tiara-fortune-1set-multipurpose-vegetable-fruit-carrot-potato-shredder-kitchen-peeler-straight-y-shaped-set/p/itm5d963f595cefb?pid=PLRFY4A4TZU9TD2X&lid=LSTPLRFY4A4TZU9TD2XH1QWQZ&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&spotlightTagId=BestvalueId_search.flipkart.com&srno=s_1_17&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.PLRFY4A4TZU9TD2X.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Baggit Women Pink Tote,₹869,4.2,(20),http://www.flipkart.com/baggit-women-pink-tote/p/itm14e9129cd9e3e?pid=HMBGBF2FUAEY4HXZ&lid=LSTHMBGBF2FUAEY4HXZRTC4NX&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.HMBGBF2FUAEY4HXZ.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
VEEBA Carrot and Cucumber Sandwich Spread 250 g,₹61,4,(35),http://www.flipkart.com/veeba-carrot-cucumber-sandwich-spread-250-g/p/itmex42uzmbddzer?pid=JASEX42UM64BGWBN&lid=LSTJASEX42UM64BGWBNHP726X&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_19&otracker=search&otracker1=search&fm=Search&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.JASEX42UM64BGWBN.SEARCH&ppt=sp&ppn=sp&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Dr.Oetker Cucumber and Carrot Sandwich Spread 250 g,₹81,N/A,0,http://www.flipkart.com/dr-oetker-cucumber-carrot-sandwich-spread-250-g/p/itm0f8c5d0864e60?pid=JASGY5KRPXKAPRCH&lid=LSTJASGY5KRPXKAPRCHKHGJCK&marketplace=GROCERY&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.JASGY5KRPXKAPRCH.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
Baggit Women Pink Messenger Bag,₹659,N/A,0,http://www.flipkart.com/baggit-women-pink-messenger-bag/p/itmb7543012c3647?pid=HMBG6F3HAR8HHM7C&lid=LSTHMBG6F3HAR8HHM7CQGFFSG&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.HMBG6F3HAR8HHM7C.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
"MamaEarth Sunscreen Lotion SPF50 PA+++ For Indian Skin,...",₹423,4.3,"(20,510)",http://www.flipkart.com/mamaearth-sunscreen-lotion-spf50-pa-indian-skin-turmeric-carrot-seed-spf-50/p/itm9c33088693d6d?pid=SNRFGBF9QNGQHWH9&lid=LSTSNRFGBF9QNGQHWH9GHU0ZG&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.SNRFGBF9QNGQHWH9.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
deve herbes Pure Carrot Oil (Daucus carota) with Glass ...,₹222,4.5,(28),http://www.flipkart.com/deve-herbes-pure-carrot-oil-daucus-carota-glass-dropper-100-natural-therapeutic-grade-cold-pressed/p/itmfc34ybszgnssz?pid=BEOFC2RYNBZYU2ND&lid=LSTBEOFC2RYNBZYU2ND5BXKIU&marketplace=FLIPKART&q=%E2%80%94+carrods&store=search.flipkart.com&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=68feef5f-dd5f-4dca-9557-f35ad6b81673.BEOFC2RYNBZYU2ND.SEARCH&ppt=None&ppn=None&ssid=8l4fhu4ef40000001654450795356&qH=4d45da7c352c4e61
