Description,Price,Rating,ReviewCount,Url
Abbie's Peeled Tomatoes (Whole In Tomato Juice) Combo V...,₹359,N/A,0,http://www.flipkart.com/abbie-s-peeled-tomatoes-whole-tomato-juice-combo-vegetables/p/itmba90f1ab526ce?pid=NNDFVENZCZ48F3ZZ&lid=LSTNNDFVENZCZ48F3ZZM7HQIP&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_K9cUvumzGynUq9xBM6wAnF6rRIt60Dau%2F0EMp8Td9oc2edqbKJsjP5L63Y%2F%2FN6eM7Jl2MRIxtWbmUTI9riKWIA%3D%3D&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Parwal 250 g,₹15,4.9,(20),http://www.flipkart.com/parwal-250-g/p/itma6bcef8e2b8d9?pid=VEGFVHWABPWDBMYY&lid=LSTVEGFVHWABPWDBMYYYBXTUW&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFVHWABPWDBMYY.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Mango Raw 500 g,₹29,4.5,(34),http://www.flipkart.com/mango-raw-500-g/p/itm61af49bfbc8d5?pid=VEGFF2S8QYFYS2GZ&lid=LSTVEGFF2S8QYFYS2GZAHSXFT&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFF2S8QYFYS2GZ.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Mint Leaves 100 g,₹10,4.2,"(1,437)",http://www.flipkart.com/mint-leaves-100-g/p/itmf5e965a0cb890?pid=VEGFRTMMHXG5D8HZ&lid=LSTVEGFRTMMHXG5D8HZ58AQUV&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFRTMMHXG5D8HZ.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Veganic SOYA Chaap 850 GM | SOYA Chaap Sticks in Brine ...,₹229,4,(32),http://www.flipkart.com/veganic-soya-chaap-850-gm-sticks-brine-dried-chap-weight-500-vegetables/p/itm31f4c482d8901?pid=NNDGCCGWDPQFEDDN&lid=LSTNNDGCCGWDPQFEDDN6WUYSE&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.NNDGCCGWDPQFEDDN.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Daucy Extra Fine Green Peas Vegetables,₹225,2.3,(4),http://www.flipkart.com/daucy-extra-fine-green-peas-vegetables/p/itm33e7754a8bcf5?pid=NNDFTFA5DFDHHGSS&lid=LSTNNDFTFA5DFDHHGSSLUBXDW&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.NNDFTFA5DFDHHGSS.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
DIOART BITTERGOURD Seed,₹169,N/A,0,http://www.flipkart.com/dioart-bittergourd-seed/p/itmadd478cd2cea7?pid=PAEGEYDVSNFYRTRS&lid=LSTPAEGEYDVSNFYRTRS9EIYMJ&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.PAEGEYDVSNFYRTRS.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Tomato Local Red 1 kg,₹62,4.5,(721),http://www.flipkart.com/tomato-local-red-1-kg/p/itm7e66e12ea6a2d?pid=VEGG5Y3GHRZTAXRQ&lid=LSTVEGG5Y3GHRZTAXRQZUMTB3&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGG5Y3GHRZTAXRQ.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Tomato Desi Local 1 kg,₹80,4.2,"(6,213)",http://www.flipkart.com/tomato-desi-local-1-kg/p/itmb33eb94692dc3?pid=VEGF7FJ5GHASHZJT&lid=LSTVEGF7FJ5GHASHZJTNX6U3R&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGF7FJ5GHASHZJT.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Mango Raw 1 kg,₹44,4.5,(34),http://www.flipkart.com/mango-raw-1-kg/p/itm575d7c0f9c2af?pid=VEGFF2S8DQCBGFGE&lid=LSTVEGFF2S8DQCBGFGE4EESE3&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFF2S8DQCBGFGE.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Spine Gourd 250 g,₹19,N/A,0,http://www.flipkart.com/spine-gourd-250-g/p/itm4c34121f9bdc4?pid=VEGGCQWAYCTUDDHA&lid=LSTVEGGCQWAYCTUDDHAOEJBMX&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGGCQWAYCTUDDHA.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Beans Cluster 500 g,₹27,4.1,(650),http://www.flipkart.com/beans-cluster-500-g/p/itmd6473b431636f?pid=VEGFFHGDAHJVZQEN&lid=LSTVEGFFHGDAHJVZQENCEBHET&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFFHGDAHJVZQEN.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Tomato Local Red 500 g,₹35,4.5,(721),http://www.flipkart.com/tomato-local-red-500-g/p/itmb2efbab07dd86?pid=VEGGE5XZBQVVVYHG&lid=LSTVEGGE5XZBQVVVYHGLSW6GJ&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGGE5XZBQVVVYHG.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
La Costena Whole Black Beans Haricots Noirs Entiers Bea...,₹136,3.6,(8),http://www.flipkart.com/la-costena-whole-black-beans-haricots-noirs-entiers/p/itmf0fe9a65f5b78?pid=NNDFXUGTDT2QJMFP&lid=LSTNNDFXUGTDT2QJMFPTALFVA&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.NNDFXUGTDT2QJMFP.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Jai Jinendra Sukha Saag sangri Vegetables,₹314,N/A,0,http://www.flipkart.com/jai-jinendra-sukha-saag-sangri-vegetables/p/itm7b4e9189cdba1?pid=NNDG4BK9ZU8XPWZV&lid=LSTNNDG4BK9ZU8XPWZV8MGFU2&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.NNDG4BK9ZU8XPWZV.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Butterfly Magic Fruit & Vegetable Cleaner 250 W Food Pr...,"₹2,886",3.8,(391),http://www.flipkart.com/butterfly-magic-fruit-vegetable-cleaner-250-w-food-processor/p/itm21a96319bcc3a?pid=FPRFT3GWTZNYS7HA&lid=LSTFPRFT3GWTZNYS7HAFA16G0&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.FPRFT3GWTZNYS7HA.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Onion 2 kg,₹37,4.3,"(13,227)",http://www.flipkart.com/onion-2-kg/p/itm4fabc204eb665?pid=VEGFEURATKV3TBPG&lid=LSTVEGFEURATKV3TBPGNRIMZ5&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFEURATKV3TBPG.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Sweet Corn Peeled 250 g,₹29,4,"(1,905)",http://www.flipkart.com/sweet-corn-peeled-250-g/p/itm85d90a0ea9c06?pid=VEGFTARFJGDQMDXT&lid=LSTVEGFTARFJGDQMDXTVDX3UC&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFTARFJGDQMDXT.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Potato Chandramukhi 2 kg,₹79,4.6,(9),http://www.flipkart.com/potato-chandramukhi-2-kg/p/itmdca97158d02b0?pid=VEGGCDRKZJ62MYQT&lid=LSTVEGGCDRKZJ62MYQTAAABAV&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGGCDRKZJ62MYQT.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Ladies Finger 500 g,₹19,4,"(3,363)",http://www.flipkart.com/ladies-finger-500-g/p/itmab1c84df82339?pid=VEGFF2S8EC756V8G&lid=LSTVEGFF2S8EC756V8GAPHGDC&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFF2S8EC756V8G.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Sweet Potato 500 g,₹19,3.9,(567),http://www.flipkart.com/sweet-potato-500-g/p/itm0c7985034a3ae?pid=VEGF7EVD98NKV6F3&lid=LSTVEGF7EVD98NKV6F3JKGTHE&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGF7EVD98NKV6F3.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Baby Potato 500 g,₹22,5,(6),http://www.flipkart.com/baby-potato-500-g/p/itm0847e52a89280?pid=VEGFVHWABYA6UG2F&lid=LSTVEGFVHWABYA6UG2FDOAIIN&marketplace=GROCERY&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.VEGFVHWABYA6UG2F.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
K3 Masala Red Paprika Sliced (120gm) (Pack of 2) Vegeta...,₹122,4,(9),http://www.flipkart.com/k3-masala-red-paprika-sliced-120gm-pack-2-vegetables/p/itm3f78f2f55c8a0?pid=NNDG6URATTNCHFVA&lid=LSTNNDG6URATTNCHFVAHMCJ15&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.NNDG6URATTNCHFVA.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Shareat Foochka Ready To Eat - Pani Puri ( 420-430 Puri...,₹177,4.5,(83),http://www.flipkart.com/shareat-foochka-ready-eat-pani-puri-420-430-corn/p/itm94de24c181893?pid=NNDFUYPAFVTWRGCT&lid=LSTNNDFUYPAFVTWRGCT0AAQMK&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.NNDFUYPAFVTWRGCT.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Techsup FWS569 Digital weighing Machine- Food Machine F...,₹290,4.1,(257),http://www.flipkart.com/techsup-fws569-digital-weighing-machine-food-machine-diet-nutrition-health-fitness-baking-cooking-portable-electronic-10kg-scale/p/itmdf7f931828611?pid=WSLG54PHFH9VH8ZG&lid=LSTWSLG54PHFH9VH8ZGTDIMDP&marketplace=FLIPKART&q=Vepetabies%3A&store=search.flipkart.com&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=73f1d53c-3230-465f-a024-4d9282e7e622.WSLG54PHFH9VH8ZG.SEARCH&ppt=None&ppn=None&ssid=rccf20wn9c0000001654450651332&qH=296b09c53a89491c
Description,Price,Rating,ReviewCount,Url
Flipkart SmartBuy AMRPB1M01 2.4 A 1 m Micro USB Cable,₹67,4.2,"(31,094)",http://www.flipkart.com/flipkart-smartbuy-amrpb1m01-2-4-1-m-micro-usb-cable/p/itme147a3211c4f6?pid=ACCFNFQNVTYDGZCR&lid=LSTACCFNFQNVTYDGZCRFT3QSH&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_1&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFNFQNVTYDGZCR.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Ambrane RCT-10 3 A 1 m USB Type C Cable,₹149,4.2,"(18,624)",http://www.flipkart.com/ambrane-rct-10-3-1-m-usb-type-c-cable/p/itm4b0501fd0950d?pid=ACCG2VEAQBRJHGSS&lid=LSTACCG2VEAQBRJHGSSBUPLJI&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_2&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG2VEAQBRJHGSS.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Flipkart SmartBuy AMRPB1M01 2.4 A 1 m Micro USB Cable,₹79,4.2,"(31,094)",http://www.flipkart.com/flipkart-smartbuy-amrpb1m01-2-4-1-m-micro-usb-cable/p/itme147a3211c4f6?pid=ACCFKG5JJZEZFMDE&lid=LSTACCFKG5JJZEZFMDEHWIZKI&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_3&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFKG5JJZEZFMDE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Safa 65W/6.5A SUPER FAST CHARGING CABLE TYPE C SUPPORT ...,₹326,N/A,0,http://www.flipkart.com/safa-65w-6-5a-super-fast-charging-cable-type-c-support-supercharger-supervooc-superdart-superflash-flashcharging-vooc-dart-dash-warp-flash-turbo-sonic-hyper-rapid-55w-50w-44w-33w-30w-27-25-20w-18w-15w-oppo-a52-a53-a53s-a33-y33s-a54-a55-a74-a16-f15-f17-pro-f19-f19s-plus-k3-a9-a5-r17-reno-2-10x-zoom-2f-2z-reno3-reno4-reno5-reno6-realme-x-xt-x2-x3-5-x50-6-6i-7-7i-x7-max-8-8s-8i-gt-master-ediition-neo-c25-c25s-narzo-30a-50a-10-20-30-1-01-m-usb/p/itm02f4cb70cdc6e?pid=ACCG9Z4HGNEZHSXF&lid=LSTACCG9Z4HGNEZHSXFT8FPBA&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_4&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9b%2FLplAhu8LrkML8ULdDW95AxOSE9KoLPXggBGtXc%2FU5A%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Ambrane ACM-1 1m 1 m Micro USB Cable,₹129,4.2,"(3,06,489)",http://www.flipkart.com/ambrane-acm-1-1m-1-m-micro-usb-cable/p/itmf98rzc4vphpgs?pid=ACCF7TH2QHGDTKQE&lid=LSTACCF7TH2QHGDTKQEI1RSZS&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_5&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCF7TH2QHGDTKQE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
realme DL125 1 m Micro USB Cable,₹199,4.2,"(36,783)",http://www.flipkart.com/realme-dl125-1-m-micro-usb-cable/p/itmb4e3911183d83?pid=ACCFJEFF3WMYUDGQ&lid=LSTACCFJEFF3WMYUDGQAEWTNS&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&spotlightTagId=BestvalueId_tyy%2F4mr%2F3nu&srno=s_1_6&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFJEFF3WMYUDGQ.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
QUANTUM S3 1.5m Tough & Durable Nylon Braided 2.4 A 1 m...,₹89,4.1,"(12,449)",http://www.flipkart.com/quantum-s3-1-5m-tough-durable-nylon-braided-2-4-1-m-micro-usb-cable-compatible-mobiles-tablets-all-charging-devices-gold-one-cable-1-5-copper/p/itmd990ccce27ef5?pid=ACCG6JDQSE5QTUYZ&lid=LSTACCG6JDQSE5QTUYZG0U8VF&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_7&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG6JDQSE5QTUYZ.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
NAFA Smart Band 3 Replacement USB Charger Cable 0.2 m P...,₹189,N/A,0,http://www.flipkart.com/nafa-smart-band-3-replacement-usb-charger-cable-0-2-m-power-sharing/p/itm7d8a9f907a6a9?pid=ACCGDSHEN2N2DZZH&lid=LSTACCGDSHEN2N2DZZH6Q80PM&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_8&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9bYFiA2zMYkQ%2FMr0yL12eFxMjkBmRyKjutl%2Bi2kK%2FN5FA%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Ambrane ACM-1 1m 1 m Micro USB Cable,₹129,4.2,"(3,06,489)",http://www.flipkart.com/ambrane-acm-1-1m-1-m-micro-usb-cable/p/itmf98rzc4vphpgs?pid=ACCF7TH2YBDTX6FB&lid=LSTACCF7TH2YBDTX6FBI5PC3M&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_9&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCF7TH2YBDTX6FB.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Flipkart SmartBuy ACRBD1M03 2.4 A 1 m USB Type C Cable,₹99,4.2,"(16,640)",http://www.flipkart.com/flipkart-smartbuy-acrbd1m03-2-4-1-m-usb-type-c-cable/p/itm69e1bffcd18e0?pid=ACCFNFQNYD34TNNY&lid=LSTACCFNFQNYD34TNNYPCSHHD&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_10&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFNFQNYD34TNNY.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Portronics Konnect L POR-1403 3 A 1.2 m USB Type C Cabl...,₹139,4.3,"(9,001)",http://www.flipkart.com/portronics-konnect-l-por-1403-3-1-2-m-usb-type-c-cable/p/itmc6907de9b190a?pid=ACCG86JCHKWFCYQR&lid=LSTACCG86JCHKWFCYQR5WOYVY&marketplace=GROCERY&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_11&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG86JCHKWFCYQR.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Veera tech 100% Super Fast Charge Cable and Data sharin...,₹300,N/A,0,http://www.flipkart.com/veera-tech-100-super-fast-charge-cable-data-sharing-type-c-all-mobiles-1-m-usb/p/itm86b21976c1ba8?pid=ACCGAXBZPPV9ZDH6&lid=LSTACCGAXBZPPV9ZDH6CEHP3F&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_12&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9aXe1%2FkJqHenvdpObM3akZmd9kh1IJHv5f%2Fz07mi6z0DA%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
QUANTUM S2 1m 2.4 A 1m Micro USB Cable 2.4 A 1 m Copper...,₹236,4.1,(536),http://www.flipkart.com/quantum-s2-1m-2-4-micro-usb-cable-1-m-copper-braiding/p/itm604455c6b92b0?pid=ACCGCY5VESS8KRQE&lid=LSTACCGCY5VESS8KRQEXD2PHL&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_13&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCGCY5VESS8KRQE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
boAt 50 1.5 m Micro USB Cable,₹199,4.2,"(31,946)",http://www.flipkart.com/boat-50-1-5-m-micro-usb-cable/p/itmc5e0e964bcd4a?pid=ACCFUGACVY77ZAP3&lid=LSTACCFUGACVY77ZAP335EZF0&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_14&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFUGACVY77ZAP3.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
boAt A320 1.5 m USB Type C Cable,₹199,4.2,"(37,157)",http://www.flipkart.com/boat-a320-1-5-m-usb-type-c-cable/p/itma010289de41cb?pid=ACCFUGAC4WYMSHYE&lid=LSTACCFUGAC4WYMSHYETFFWQ9&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&spotlightTagId=BestsellerId_tyy%2F4mr%2F3nu&srno=s_1_15&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFUGAC4WYMSHYE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
DEBOCK Cable 3 A 1 m Copper Lightning Cable,₹299,N/A,0,http://www.flipkart.com/debock-cable-3-1-m-copper-lightning/p/itm0ae5ec95ab21d?pid=ACCG4MCGGFVVJFUV&lid=LSTACCG4MCGGFVVJFUV7KO9PW&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_16&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9Y6LQXsOwjU%2FNt6G9ehx1itgLkvkSvDjiWqQsFp029K6w%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Mi SJX02ZM 2 in 1 1 m USB Type C Cable,₹269,4.3,"(69,938)",http://www.flipkart.com/mi-sjx02zm-2-1-m-usb-type-c-cable/p/itm0705f51d136ce?pid=ACCFKFUNDRYVGDQE&lid=LSTACCFKFUNDRYVGDQESL4YFT&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_17&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCFKFUNDRYVGDQE.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Mi SJV4154IN/SJV4116IN 1.2 m Micro USB Cable,₹229,4.3,"(1,55,110)",http://www.flipkart.com/mi-sjv4154in-sjv4116in-1-2-m-micro-usb-cable/p/itm01c8156856e58?pid=ACCF8HVTSM4A67RX&lid=LSTACCF8HVTSM4A67RX1LMNXA&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_18&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCF8HVTSM4A67RX.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
iTronix Charger for boAt Storm Smart Watch 0.3 m Magnet...,₹279,4.1,(536),http://www.flipkart.com/itronix-charger-boat-storm-smart-watch-0-3-m-magnetic-charging-cable/p/itmc165c84eafd8d?pid=ACCG66FEFSXWRWFP&lid=LSTACCG66FEFSXWRWFPJJCPWL&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_19&otracker=search&otracker1=search&iid=a3cf2cec-b155-407b-895a-f69e7166a08c.ACCG66FEFSXWRWFP.SEARCH&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
Safa FAST CHARGING CABLE TYPE C SUPPORT / VOOC / DART /...,₹325,N/A,0,http://www.flipkart.com/safa-fast-charging-cable-type-c-support-vooc-dart-dash-flash-turbo-30w-27-25-20w-18w-15w-oppo-a52-a53-a53s-a33-y33s-a54-a55-a74-a16-f15-f17-pro-f19-f19s-plus-k3-a9-a5-r17-reno-2-10x-zoom-2f-2z-1-m-usb/p/itm22ca037e116d9?pid=ACCG9CVTDBKNSGJH&lid=LSTACCG9CVTDBKNSGJH3Z5ZJO&marketplace=FLIPKART&q=%E2%80%94+cabbape&store=tyy%2F4mr%2F3nu&srno=s_1_20&otracker=search&otracker1=search&iid=en_H0piZ9fA7nN1efewGlhLucYCA8%2BCSfUx8RlBSgP6O9Z91R%2Buiyr3c8RYzVRWip7Zme%2BzNMXn8iNjehRe2NbkCA%3D%3D&ssid=0wi1ct05i80000001654450721594&qH=ecf4f3364dd9dde5
